Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.Grunnbemanning totalt
973488589	Stokkbekken barnehage AS	4
917306249	Stubban barnehage	20.7
975028879	Studentsamskipnaden i Gjøvik. Ålesund og Trondheim	41.7
975048217	Studentsamskipnaden i Gjøvik. Ålesund og Trondheim Dragvoll barnehage	16
975323714	Sunnland barnehage	13.5
992858257	Svalevegen Familiebarnehage Marit Dahl	1
988517585	Svartlamon Kunst- og Kulturbarnehage	9.6
975295184	Sverresli barnehage	7
994294563	Sverrestunet Åpen barnehage	0.4
972228273	Sætra barnehage	9.5
893174052	Sørbruveien Familiebarnehage Tove Bjerke	2.7
975311090	Teglverket barnehage	10.4
983450334	Tempe barnehage Sa	12
973898825	Tildra barnehage	11
975212645	Tiller Åpen barnehage	0.4
986373675	Tillertoppen Familiebarnehage Trude Elisabeth Kvam	3.8
974748762	Tiriltoppen barnehage	22
986166041	Tjønnstuggu Friluftsbarnehage	2.6
975314766	Tonstad barnehage	13.7
979970234	Toppen Familiebarnehage AS	1.9
991435719	Tordenskjold barnehage	13
994153323	Torvsletta barnehage	13.9
975311112	Trolla barnehage	6.9
995004186	Trondheim International Playground	1.1
988994227	Trondheim International Preschool	6.5
988944238	Trøa Eberg barnehage AS	3.7
995071851	Tusseskogen Familiebarnehage	1.9
973546813	Tyholttunet barnehage	9
974749823	Ugla Barnehager	14.1
995072556	Uglahuset Familiebarnehage	1.7
994153455	Ustmyra barnehage	5.6
975290999	Valentinlyst barnehage	11.9
975183890	Valset barnehage	13.1
995050617	Vennegjengen Familiebarnehage	2
975311139	Vesletun barnehage	7.5
975311147	Vestlia barnehage	19.5
988620599	Vestmarktoppen barnehage	2.1
994946366	Vikelva Familiebarnehage Line Berger	1.2
975325385	Vikåsen barnehage	10
992786884	Vikåsen Familiebarnehage AS	2
985406669	Vindheim Familiebarnehage Rita Soleim Lernes	1.5
975268160	Voldsminde barnehage	9.4
994379194	Voll Gårdsbarnehage AS	5
973898833	Weidemannsveien barnehage	6
975294560	Østmarkneset barnehage	8.6
975310884	Øvre Flatåsen barnehage	9.6
999339107	Øvre Jakobsli barnehage	17.2
974749750	Øya barnehage	30.7
991436103	Aastahagen barnehage	15.5
891439822	Åsvang barnehage	13.4
974550040	Tydal Kommunale barnehage	8.4
973382713	Askeladden barnehage	2.5
992835559	Elvegården barnehage AS	4.3
975322017	Forbregd-Lein barnehage	14.2
975300846	Garnes Oppvekstsenter Avd Barnehage	5.5
975314812	Kanutten barnehage	9.8
990321310	Lekekroken barnehage AS	6.6
975311945	Leksdal barnehage	6.7
972156507	Læringsverkstedet barnehage Avd Knøttene	31.1
973502948	Maritvold barnehage	9.9
973984667	Melakollen barnehage Sa	3.9
975311937	Ness barnehage	5.2
975268128	Reinsholm barnehage	18.3
973476076	Stiftelsen Aker barnehage	13.9
992433833	Stiklestad Gård- og Friluftsbarnehage AS	8
875311972	Vinne barnehage	6.8
975311988	Vuku Oppvekstsenter Avd Barnehage	6.3
975311996	Ørmelen barnehage	13
972236055	Follafoss barnehage	6.4
975312003	Malm Oppvekstsenter Avd Malmen barnehage	18.8
975316718	Austafjord Oppvekstsenter Avdeling Barnehage	5.7
885889042	Bergheim Friluftsbarnehage AS	6.9
990907412	Bikuben Friluftsbarnehage AS	7.7
885030912	Heimen barnehage AS	10
975897346	Heimtun barnehage AS	9.9
973503014	Ril barnehage	8.3
988565563	Trio Barnehager AS	10.7
977150965	Tårnet barnehage	12.7
975322130	Borgen barnehage	8.5
974022222	Futura barnehage	31.6
991361057	Marihøna Musikk og Friluftsbarnehage	6.2
985862176	Solblomsten Steinerbarnehage	5
989715593	Teletunet barnehage AS	11.5
876832682	By barnehage	8
874024872	Maribo barnehage	14.4
973382624	Nlm Barnehagene AS Avd Heggli Barnehage	11
975321061	Stokksund barnehage	5.8
975307875	Byremo barnehage	10
975307883	Konsmo barnehage	10.4
973383248	Bjørketun barnehage	10.2
975307751	Borhaug barnehage	11.3
974309327	Brøvigs Minde barnehage AS	12.2
990751749	Espira Arcen barnehage	5
973469584	Espira Husebyparken barnehage	5
988301248	Espira Vanse barnehage	19
985302650	Espira Varbak barnehage	5
991566422	Its Solbarnehager	12.2
873483482	Jøllebekken barnehage Sa	2.6
985921636	Sunde barnehage	17.6
973644653	Glendrange barnehage AS	6.3
973458809	Grønnes barnehage Sa	14.7
973842021	Gyland barnehage	4.7
974614251	Hidra barnehage	6.4
997194578	Krea barnehage AS	3
973842013	Kringlatoppen barnehage	16.2
973483471	Litledalen barnehage Ba	10.8
974614235	Rauli barnehage	13.2
974614243	Sentrum barnehage	12.7
874614262	Sira barnehage	10.3
974609568	Eiken barnehage	10.9
975307948	Hægebostad barnehage	9.9
873464852	Alvejordet Steinerbarnehage	7.4
972301760	Andungen barnehage Sa	19.8
973831674	Askeladden barnehage	8
973831690	Auglandstjønn barnehage	14
975914119	Bamsebo barnehage	17.1
982126754	Barnas Hage AS	1.9
974599015	Bergtorasvei barnehage	15
982350743	Berhuskollen Familiebarnehage Heidi Veronica Kjellevik	3.2
975822117	Blekkulf barnehage Ans	4
979150954	Blåmann Steinerbarnehage	3.4
992649127	Bokfinken Familiebarnehage Da	2.3
884131782	Brattvolltoppen Familiebarnehage Ans	2.3
988006513	Bråvannsåsen barnehage AS	10.4
993193038	Dino/nemo Familiebarnehage Ans	2.2
993528501	Eidet barnehage AS	28.9
973465279	Eplehagen barnehage Sa	17.2
991190880	Espira Dvergsnes barnehage	26.6
984600089	Eventyrskogen barnehage Helleland AS	8.2
992681667	Fantebakken Familiebarnehage Avd Kanutten	2.7
982166969	Fantebakken Familiebarnehage Avd Knærten	2.8
985545057	Fergefjellet barnehage	11
984985525	Fidje barnehage AS	24.2
992146214	Fidjemoen Familiebarnehage Maria Skafsgaard	2.3
973471805	Fiskåtangen barnehage AS	3.5
985535515	Flekkerøya barnehage AS	15.5
973831496	Hamretun barnehage	4
994393391	Havlimyra barnehage	31.1
973831682	Hellemyr barnehage	9
974599007	Hellinga barnehage	17
976844955	Hokus Pokus barnehage Kristiansand	28.8
973470337	Høietun barnehage	6.1
892527512	Hånes Åpne barnehage	0.2
989781677	Jegersberg Barnehage	10
974598981	Jordbærveien barnehage	13
992527684	Justvik Åpne barnehage	0.2
984715536	Kalvehagen Familiebarnehage Da	4.7
980760235	Kanutten Familiebarnehage	2
973831828	Karuss barnehage	12.1
971724080	Kløvergården barnehage	12
890666892	Knøttebo Familiebarnehage Linda Tøllefsen	2.5
980425630	Kongsgård Barnehagesenter	10.5
915341608	Krohns barnehage AS	4.3
987059648	Liantjønn barnehage AS	22.7
984942567	Lillebo Familiebarnehage	2.8
988801437	Lindtjønn Fus barnehage AS Avd Louises Vei	26.9
974599023	Linerla barnehage	13
874798452	Lund barnehage AS	8.1
973513516	Læringsverkstedet barnehage Avd Bispegra	13.1
985908265	Læringsverkstedet barnehage Avd Gimlekollen	12
986335714	Læringsverkstedet barnehage Avd Grim	7
974402874	Læringsverkstedet barnehage Avd Kuholmen	11.1
983167578	Læringsverkstedet barnehage Avd Ravneheia	13
975815145	Læringsverkstedet barnehage Avd Skomakergada	8.1
872301992	Læringsverkstedet barnehage Avd Tveit	10.1
973513532	Maurtua barnehage Sa	16.3
974598930	Mosby barnehage	8
912271854	Mosby Oppvekstsenter Avd barnehage	8
995983656	Mummidalen barnehage AS	6
974598647	Møllestua barnehage	20
985796742	Nedre Slettheia Familiebarnehage Tove M Løkke Mac Connacher	2.8
992263431	Odderøya barnehage	8
984137362	Portveien Familiebarnehage Lene V Engdahl	2.4
984779860	Presteheia barnehage AS	24.1
986862374	Rakkerungan barnehage	5
993506095	Rakkerungan Gårdsbarnehage	6
892527792	Randesund Åpne barnehage	0.2
973831704	Ravnedalen barnehage	12
982752809	Revehiet Naturbarnehage AS	3.2
975345440	Rognelia Familiebarnehage Ans	2.3
974121557	Roligheden barnehage	45.4
992527633	Sentrum Åpne barnehage	0.2
974598922	Skårungen barnehage	10
975879097	Slettheia Familiebarnehage AS	2.5
973831488	Sløyden barnehage	3.5
982982596	Snikkedalen Familiebarnehage AS	2.6
895592102	Solkollen barnehage Flekkerøy	20.1
983211933	Solkollen barnehage Hellemyr AS	29.3
995921499	Solkollen barnehage Hånes	34.3
988555118	Solkollen barnehage Søm AS	16.1
990321051	Solsikken Familebarnehage	2.8
973498274	Stasjonshaven barnehage Al	6
977295092	Stiftelsen Maritippen barnehage	33.1
875185152	Strai barnehage Sa	10
974798441	Søm barnehage	6
992527587	Søm Åpne barnehage	0.2
973484230	Sørlandet Sykehus Hf Trollhaugen Barnehage	9
973946188	Sørlandsparken barnehage	15.1
973831623	Taremareskogen barnehage	10
979374852	Ternevig barnehage AS	4.8
976482662	Timenes Gårds og Naturbarnehage Trine Isaksen	4.7
973276700	Tinnstua barnehage	15.1
987193964	Tittelietue Familiebarnehage Da	2.4
996006158	Torridal Åpen barnehage	0.1
995737299	Trollstua barnehage Boen AS	8.8
992527722	Tveit Åpne barnehage	0.6
984717652	Tømmerstien Familiebarnehage Sa	2.4
873831472	Veslefrikk barnehage	14.8
975183548	Voie barnehage Merete Frigstad	2
974798484	Voietun barnehage	10
973513559	Vågsbygd Familiebarnehage	2.3
995598477	Vågsbygd Fus barnehage AS Avd Vågsbygd	40.6
973945319	Wergelandsveien barnehage Sa	3.4
974798476	Øvre Slettheia Oppvekstsenter Avd barnehage	19.8
985019347	Åshild Ek Bråtane	1.6
975323633	Austerdalen barnehage	10
975307956	Feda barnehage	10
976827546	Fjotland barnehage	6.3
975307964	Knerten barnehage Kvinesdal	6.2
914766044	Knerten barnehage Øye	4
976827589	Rafoss barnehage	6.5
993154504	Sentrum barnehage	11
975307972	Åmotsmarka barnehage	18.6
998674905	Barnas Naturbarnehage Da	2.7
981098846	Båly barnehage	7.1
995624079	Espira Lindesnes AS	18.2
887829322	Hestehaven barnehage	18.8
986829121	Remehaugen Kystbarnehage	4.3
974188155	Spangereid Naturbarnehage AS	5
980157164	Vigmostad barnehage	5
986691987	Eplehagen barnehage Lyngdal AS	4.8
975044661	Filadelfia barnehage	12
996281051	Frikirken Åpen barnehage	0.8
973458906	Kollevoll barnehage Sa	3.7
875307932	Lyngtua barnehage	23.1
995788292	Læringsverkstedet barnehage Avd Bergeheim	22.2
987791047	Læringsverkstedet barnehage Avd Rom barnehage	13.1
975183556	Nlm Barnehagene AS Avd Kvås Barnehage	3.9
975307921	Nygård barnehage	18
973502263	Sangfuglen barnehage	5.6
992254106	Espira Holum barnehage	13.4
994048430	Espira Sånum barnehage	18
980902013	Espira Aarkjær barnehage	13.5
973513575	Fløyheia Familiebarnehage	1.2
973458752	Framsteg Ul barnehage	2.4
975323560	Frøysland barnehage	17.7
987040017	Furulunden Familiebarnehage	1.6
973488570	Hurlumhei barnehage Sa	3.7
992577827	Kulturvugga Familiebarnehage AS	2.1
975307727	Kvisla barnehage	14.4
872174052	Malmø barnehage AS	3
973269852	Mandal Sanitetsforening	4
973471791	Myrteigen barnehage	3.9
973352504	Nlm Barnehagene AS Avd Imekollen Barnehage	13
985616507	Rauneveien barnehage AS	2.9
987704047	Skinsnesheia barnehage AS	25.6
975307743	Skjebstad barnehage	12.9
978130763	Skoie Gårdsbarnehage	4.7
974503670	Solbakken Familiebarnehage V/ragnhild Elise Rasmussen	2
973677284	Valle Gård barnehage AS	12.1
976807634	Vestnes Familiebarnehage AS	1.8
975307816	Bjelland Oppvekstsenter Avd Barnehage	7.5
986514031	Heddeland barnehage	17.3
975307840	Laudal Oppvekstsenter Avd Barnehage	6.6
975308057	Tonstad barnehage	21.7
975308065	Øvre Sirdal barnehage	5.2
981543246	Birkelid barnehage	14
975307794	Bjørnungen barnehage	16.8
975307808	Eventyrheia barnehage	20
975307786	Finsland barnehage	11
994963627	Hortemo Familiebarnehage	0.2
981950011	Slottsparken Familiebarnehage Vibeke Slotte	1.3
975315703	Tunballen barnehage	13
982337550	Blåsmoen Familiebarnehage	2
992179902	Blåveisen barnehage	4
989154974	Espira Vedderheia barnehage	20.4
973896563	Hølleveien Familiebarnehage	2.6
979139810	Leireklatten barnehage Asrti Pedersen	4
982159318	Lisebo Familiebarnehage Lise Merethe Ekeland	1.3
991948589	Læringsverkstedet barnehage Avd Søgne	19.9
985812195	Salemveien Familiebarnehage Siren Henriette Holskog Pettersen	1.5
973383272	Sjøstjerna barnehage	18.3
997287932	Solstrålen barnehage	13.8
992179880	Spiren barnehage	4
975849589	Stokkelandsåsen Familiebarnehage AS	2.2
992179929	Tareskogen barnehage	6.8
993556920	Torvmoen barnehage	13
986904085	Åros barnehage	18
974798530	Barnestua barnehage	11.9
991669396	Bringebærdalen Familiebarnehage AS	2.2
985688265	Djupmyra Fus barnehage AS	19.8
998061563	Eikeland Oppvekstsenter Avdeling Barnehage	8.4
974891360	Harestua barnehage AS	5.7
991287388	Hompetiten barnehage AS	4.1
886130082	Jordbærstrået Fam. barnehage Hilde Olsen	2.2
975298957	Klokkerstua barnehage	20.2
974990148	Læringsverkstedet barnehage Avd Erkleiv Barnehage	6
973458841	Læringsverkstedet barnehage Avd Søndagsbakken Barnehage	4
895123412	Læringsverkstedet barnehage Avd Vennesla	11
988515027	Mariknotten barnehage AS	17.2
991405801	Smååsane barnehage	19.4
973513699	Snømyra barnehage	23
988322849	Solsletta barnehage	21
982367409	Øverbø Opplæringskontor AS	6.2
975307867	Åseral barnehage	10
994954253	Brattås barnehage AS	34.1
975306917	Føynland barnehage	9
975306925	Gipø barnehage	6
975315789	Herstadløkka barnehage	9
984786840	Hundremeterskogen Barnehage. Nøtterøy Da	5
989531409	Hårkollen barnehage	15
991486941	Knerten barnehage	14.8
975322300	Labakken barnehage	9
974607581	Lindøy barnehage	11.5
989303511	Læringsverkstedet barnehage Avd Randineborg	16.8
988288039	Oserød barnehage	14.5
993008036	Smidsrød Fus barnehage AS	17.8
983743943	Stabburet Familiebarnehage AS	4.8
976687477	Stiftelsen Barnas Have	17.9
990799431	Stiftelsen Steinerbarnehagen på Nøtterøy Avd Labakken	16.5
814581462	Stiftelsen Steinerbarnehagen på Nøtterøy Avd Stjerneskudd	3.2
973772503	Teie Kirkes barnehage	6
975290972	Teiehøyden barnehage	24
973484761	Tiriltoppen barnehage Nøtterøy AS	23
984280173	Tjøme barnehage	11
887103852	Torød barnehage	12
994274406	Tripp Trapp Åpen barnehage	0.5
975306976	Vestskogen barnehage	12
973346504	Bmb barnehage	6
975185117	Botnestua Naturbarnehage	3.7
975306798	Eidsfoss barnehage	6.6
987495065	Eikelund barnehage Sa	12.1
994338471	Espira Sundbyfoss barnehage	13.7
973494899	Gaupås barnehage Sa	8
919129026	Gausetangen barnehage	12.1
974542757	Gullhaug barnehage	14.1
982248752	Hof barnehage	9
985940398	Holmestrand Internasjonale Montesssoribarnehage Sa	12.1
974542749	Kleiverud barnehage	19
974542730	Knutseskogen barnehage	16
991053298	Møllerdammen Naturbarnehage AS	14
873138882	Nlm Barnehagene AS Avd Fredly Barnehage	6
992268026	Rakkerungen Familiebarnehage Da	2.3
992408707	Barnas barnehage AS	12
992962798	Bjørnestien barnehage	29
974605775	Blåbærlyngen barnehage	27.4
916508182	Borre Student- og Idrettsbarnehage AS	12.9
914799732	Espira Baggerødbanen barnehage	34.2
917137803	Espira Nykirke barnehage	15.2
974605880	Gartnerløkka barnehage	13
874302732	Horten Familiebarnehage	2.3
980176800	Karljohansvern barnehage	18
989018884	Kinaputten Familiebarnehage	2.7
973484109	Lilaas Gård Barnehage. Inger Marie Semb Avdal	7
974605546	Nordskogen barnehage	13.5
974605589	Rørehagen barnehage	20.1
984633734	Skavli barnehage	18
987176520	Skrukketrollet Familiebarnehage Da	2.3
994936115	Sommerfugl Familiebarnehage	1.2
985840202	Stifinneren barnehage AS	14.3
988721239	Strandparken barnehage	17
982947146	Trimveien barnehage Da	9.5
991432507	Tusseladden Familiebarnehage	1.2
913339231	Åpen barnehage	0.5
974605597	Åsgårdstrand barnehage Avd Lønneveien	10
913119827	Åsgårdstrand barnehage Avd Nygårdsløkka	6
973469959	Bakkebygrenda barnehage Sa	6
874584932	Bergeskogen Idrettsbarnehage	16.2
991424725	Bisjord Fus barnehage AS	17.5
974585014	Borgejordet barnehage	13
988405280	Eventyrskogen barnehage	19.7
916562489	Fagerli barnehage	25.7
985268312	Fagerli Åpen barnehage	0.7
977341620	Gapatrosten barnehage	14.7
978305466	Gjerstad Gård/ Gjerstad Natur- og Gårdsbarnehage	5.7
992540508	Gullskatt Åpen barnehage	1.1
973466399	Guriskogen barnehage	16.2
973482963	Gøy på Landet barnehage	7.1
973457918	Hakkebakkeskogen barnehage Sa	5.6
988429619	Heffalompen Familiebarnehage Ann Christin Berentsen Sundet	2.2
974584964	Helgeroa barnehage	13.2
873885262	Hem barnehage V/sidsel Berg Sjulstad	4.3
991127976	Ifokus Barnehagene AS Grevle barnehage	13.7
975213617	Ifokus Barnehagene AS Lysheim barnehage	16
975213625	Ifokus Barnehagene AS Tjølling barnehage	20.8
991233172	Ifokus Barnehagene AS Torpeløkka barnehage	12
974584999	Jegersborg barnehage	7.4
973449346	Kvelde barnehage	10.9
887120862	Kvelde Åpen barnehage	0.2
973479393	Leikvang barnehage Sa	6.6
986167897	Læringsverkstedet barnehage Avd Gonveien	15.7
915986579	Mesterfjellet Åpen barnehage	0.2
990082529	Rødbøl barnehage	15
990721696	Salbutangen Fus barnehage AS	15.4
991447156	Sentrumssatellitten barnehage	10.7
995467402	Sjøparken Kanvas-Barnehage	12.3
982834155	Skattekista barnehage	15.8
974585022	Solstad barnehage	14
985684979	Stavern Åpen barnehage	0.4
980915034	Stensby Lillefot Familiebarnehage V/hilde Olsen Stensby	2.4
973777270	Styrvoll barnehage	12
973347446	Svarstad barnehage	12
987427930	Thor Heyerdahl barnehage	5.4
985684944	Tjølling Åpen barnehage	0.4
975122999	Torstrand barnehage	8
973490273	Trollsteinen barnehage Sa	19
974585030	Tun barnehage	16
974585049	Ulåsen barnehage	14
974585057	Valby barnehage	6.2
974585065	Varden barnehage	7
974585073	Veldre Kulturbarnehage	8.6
982073685	Villa-Kulla barnehage Hilde Saga	4.6
973457969	Vårtun barnehage	4.3
975321215	Brekkeåsen barnehage	21.1
975316971	Brår barnehage	13
975322637	Fon barnehage	9
978640362	Knerten Familiebarnehage	3
983648894	Linnestad barnehage Sa	10.6
983722474	Ole Brumm Familiebarnehage Eirik Silseth	2.6
973462083	Ramnes Private barnehage AS	15.3
979932014	Revetal barnehage	14.6
915777856	Skjeggestadåsen barnehage	12
988992054	Smitt og Smule Familiebarnehage Janne Kihle	2.5
975321223	Solerød Oppvekstsenter Avd Barnehage	13.1
995849623	Vivestad barnehage	4.5
984186150	Galleberg barnehage Sa	16.4
973766066	Haga barnehage	20.5
973754769	Kjeldås barnehage	24
998439086	Læringsverkstedet barnehage Avd Lersbrygga	16.7
995657813	Læringsverkstedet barnehage Avd Sande	7.8
993239372	Nordre Jarlsberg barnehage	22.9
982454689	Vammen Friluftsbarnehage Elisabeth Oddene	7.4
874198722	Barnas Have A/s	11
975322254	Barnas Hus barnehage	8
973076345	Breidablikk Kanvas-Barnehage	10
974594935	Bugården barnehage	8
975306879	Elverhøy barnehage	8
973740806	Epleblomsten Steinerbarnehage i Sandefjord	4.2
992843551	Espira Åbol barnehage	30.7
995388278	Feen barnehage	10
975322246	Frydenberg barnehage	17
973483285	Furustad barnehage Sa	9
982140315	Gapahuken barnehage AS	5.9
973076337	Gjekstad Kanvas-Barnehage	10
975036456	Gjennestad barnehage	11.5
891547072	Gravdal barnehage	14
974594943	Haukerød barnehage	8.2
973435442	Helgerød barnehage AS	14.1
990041032	Holtegrenda Gårdsbarnehage AS	9.1
981501667	Hunsrød Fevang barnehage Sa Avd Hunsrødgrenda	20
973490141	Høgenhall barnehage Sa	7.2
982383927	Høyjord barnehage	9
973758659	Kapteinløkka barnehage	6
973076329	Karisletta Kanvas-Barnehage	10
991620281	Kathrines Have AS	9
975322211	Kodal barnehage	15
974594889	Krokemoa barnehage	16
980357686	Krokenskogen Kanvas-Barnehage	10
988215872	Krokusen barnehage	5.8
994233262	Kulturbarnehagen Noahs Ark	11.9
