Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.Grunnbemanning totalt
973471708	Hamborgplassen barnehage	7.1
989658611	Hansemyra Friluftsbarnehage Sa	2.5
975297845	Haugensjordet barnehage	18
974201844	Havnabakken barnehage Sa	9
974716798	Hompetitten Kanvas-Barnehage	12
991773002	Kjelsås Skole barnehage	23.5
894487542	Kongla Familiebarnehage	2.4
979592647	Korsvolltoppen barnehage	12
975291499	Langmyrgrenda barnehage	12
993457701	Lykketrollet Familiebarnehage Avd Haugesvei	2.3
892004072	Lykketrollet Familiebarnehage Avd Saturnveien	2.3
996113639	Læringsverkstedet barnehage Avd Grefsen Terrasse	13
814400352	Læringsverkstedet Tåsenløkka barnehage	43
972734721	Maridalen barnehage Sa	6
887723192	Montesorribarnehagen Solsikken Maristova	3
997628306	Montessori Giraffen Familie barnehage	2.3
987723165	Montessoribarnehagen Solsikken Sognestuen	6
975016579	Myrer Kanvas-Barnehage	10
979592485	Myrertoppen barnehage	17
974726742	Nordberg barnehage	29
974702843	Nordberg Menighets barnehage	7.5
975016587	Nordre Åsen Kanvas-Barnehage	10
990551111	Norlandia Gaustadskogen barnehage	27
973457292	Nydalen barnehage Sa	8.1
975016595	Rektorhaugen Kanvas-Barnehage	20
988532665	Sanatoriet barnehage	12
994464000	Småen Familiebarnehage	2.3
991189874	Sognsveien barnehage	27
873480882	Solemskogen Naturbarnehage Sa	7.8
973457675	Stilla barnehage	8
975011615	Studentsamskipnaden i Oslo og Akershus Avd 401 Sogn Barnehage	18
975011623	Studentsamskipnaden i Oslo og Akershus Avd 402 Eilert Sundts Barnehage	18.9
975011631	Studentsamskipnaden i Oslo og Akershus Avd 403 Bamsebo Barnehage	16
991999108	Studentsamskipnaden i Oslo og Akershus Avd 403 Lille-Bamsebo Barnehage	6
975011658	Studentsamskipnaden i Oslo og Akershus Avd 405 Skogly Barnehage	12
980480291	Studentsamskipnaden i Oslo og Akershus Avd 408 Almelia Barnehage	12
975014223	Studentsamskipnaden i Oslo og Akershus Avd 409 Frydenhaug Barnehage	15
975044580	Studentsamskipnaden i Oslo og Akershus Avd 412 Klossen Barnehage	12
975316629	Tåsen barnehage	27
973357360	Tåsen Skoles barnehage Sa	6
973390953	Ullevålsletta barnehage	6
975314960	Universitetets barnehage	17
988599174	Veslehaugen Familiebarnehage B. Bjorskau	2.5
974591081	Voldsløkka barnehage	18
913343174	6 Labi AS Avd Jonsokveien	2.4
987133686	Alfred Familiebarnehage	2.3
988446130	Bakketoppen barnehage	13
975316033	Bauneveien barnehage	22
994747428	Bekkelag Familiebarnehage Kaneez Fatima	1.1
974796732	Bekkelaget Kirkes barnehage	9.1
994233742	Brattvoll Familiebarnehage	2.3
888056882	Brumlebassen barnehage AS	11.6
973494724	Bråten barnehage Sa	14.2
976128710	Christiania Barnehave Nordstrand AS	10
995861747	De Ni Musene AS Avd Nordstrand	2.3
989946056	Den Blå Appelsin Kanvas-Barnehage	11
994919318	Ekeberg Idrettsbarnehage AS	20
985165653	Emil Familebarnehage	2.3
973342355	Eplekneika barnehage Sa	6
992661135	Fiskevollen Musikkbarnehage	6
973512412	Fjordgløtt Familiebarnehage AS	2.3
894393122	Frierveien barnehage	15
996591069	Gullklumpen Familiebarnehage	2.5
984170564	Hakkebakkeskogen Familiebarnehage Avd Jotunveien	1.3
990656568	Karlsrud Familiebarnehage	2.3
988734691	Karlsrud Åpen barnehage	0.7
975016552	Kastellterrassen Kanvas-Barnehage	6
975291472	Knausen barnehage	26
973469517	Kongsveien barnehage AS	23.8
975291510	Lille Ekeberg barnehage	29
991893334	Lille Persille Familiebarnehage AS	2.3
998639476	Lille Venn Familiebarnehage	2.4
887589712	Lina Familiebarnehage	2.3
974703009	Ljan Kirkes barnehage	5.9
993951188	Lukas Familiebarnehage	2.3
974714728	Malmøya Husmorlag	4.6
990160678	Mariannes Hus Familiebarnehage	2.3
975291553	Marmorberget barnehage	11
975291626	Mellombølgen barnehage	54
988509647	Merkur Familiebarnehage	2.3
975291561	Munkelia barnehage	7
975298051	Munkerudsletta barnehage	12
975941183	Munkerudtoppen barnehage	5
975016757	Nedre Bekkelaget barnehage	14
975316009	Nordseter barnehage	12
973479881	Nordstrand Kirkes barnehage	10.3
975291596	Nylænde barnehage	12
975316017	Obersten barnehage	15
880326422	Ole Brumm barnehage AS	2.3
888774122	Plutti Plott Familiebarnehage	3.2
996741389	Radarveien barnehage	15
994393103	Radiobølgen barnehage	30
990102848	Rosenhagen barnehage	30
975316041	Rygin barnehage	18
893150412	Saturn Familiebarnehager	2.3
913473000	Sjøutsikten Familiebarnehage Hernandez-Lillebekk	1.1
973107690	Skovheim barnehage	12
985219648	Skredder'N barnehage	14.6
975016617	Skredderstua barnehage	6
975016773	Sportsplassen barnehage	7
992193603	Steinspranget barnehage	24
989482181	Stiftelsen Ljabru Gård Steinerbarnehage	15.2
973487523	Store Ljan barnehage Sa	16.1
973076434	Svartdalsparken Kanvas-Barnehage	14
976736982	Symrahagen Familiebarnehage	2.5
992284641	Tigergutt Familiebarnehage	3
998730856	Toppen Familiebarnehage Cb AS	2.6
996470652	Treklossen Familiebarnehage	2.5
985075700	Trollstua barnehage	6.5
975016811	Tyrihans barnehage	14
873280492	Ulvøya barnehage AS	8
988303232	Vårveien barnehage	21
975316025	Åssida barnehage	12
975016528	Askeladden barnehage	9
975291294	Bjølsen barnehage	10
979588380	Bjølsendumpa barnehage	12
975315894	Bjølsenhellinga barnehage	9
995364549	Bjølsenparken barnehage	11
975291340	Dronning Louises barnehage	7
915639607	Espira Grefsen Stasjon barnehage	35
912076865	Espira Torshovdalen barnehage	16.8
916973764	Fernanda Fus barnehage AS	16
993372994	Kongsberggata barnehage	12
975315878	Lilleborg barnehage	16
893248412	Lillohagen Fus barnehage AS	15.5
995293404	Lillohøyden Fus barnehage AS	15
994593110	Lykketrollet Familiebarnehage Avd Bentsegata	1.1
995435748	Lykketrollet Familiebarnehage Avd Vogtsgate 32a	1.1
996173860	Lykketrollet Familiebarnehage Avd Vogtsgate 32b	1.1
992368292	Lykketrollet Familiebarnehage Avd Vogtsgate 32c	1.1
995093073	Margarinfabrikken barnehage Gamlebygget - Stavangergata 42	48
995093049	Margarinfabrikken barnehage Nybygget - Stavangergata 40	72
975298027	Maridalsveien barnehage	15
989288741	Marihøna Familiebarnehage	2.3
975315886	Mor Gohjertas barnehage	29
996236498	Nordpolen Fus barnehage AS Avd Idun	16
891337302	Nordpolen Fus barnehage AS Avd Sandakerveien	16.6
979588534	Oskar Braaten barnehage	9
988378518	Pontoppidans barnehage	9
890825842	Ragnas Hage	25.6
980209873	Riflegata barnehage	9
991956514	Ringnes Park Fus barnehage AS	18.2
975291677	Sagene barnehage	7
973281461	Thor Olsens barnehage 1	9
998051673	Thor Olsens barnehage 2	33
991458581	Torshovgata barnehage	24
988359564	Torshovhagen AS	27.8
874716812	Torshovtoppen barnehage	15
979588402	Vøyensvingen barnehage	18
975323196	Åsenhagen barnehage	8
975291235	Akersbakken barnehage	12
973076515	Akersveien Kanvas-Barnehage	11
973472011	Bolteløkka barnehage	7
982499348	Collettløkka barnehage Sa	10.8
973469320	Den Jødiske barnehage	8
991658009	Dr. Brandts barnehage AS	13
974703351	Fagerborg Menighets barnehage	14
975016544	Fagerborggaten barnehage	18
988728144	Fryd barnehage	18
975291405	Hammersborg barnehage	14
914987679	Hausmannsgate barnehage Espira	31
975317528	Heftyes barnehage	28
975315975	Jutul Kanvas-Barnehage	12
990882983	Katta barnehage AS	16
992748583	Kia barnehage Ebbelsgate Oslo	7.5
975325008	Kirsebærjordet barnehage	13
992042400	Langaard barnehage AS	12
980125629	Lindekroken Kanvas-Barnehage	18
993804703	Lovisenberg Diakonale barnehage	16
912364445	Løkkeberg barnehage	12
975317005	Lønnebakken Kanvas-Barnehage	12
975291545	Marienlyst Gård barnehage	8
990021449	Melkeveien barnehage	17
973270222	Nrk Barnehagen Oslo Sa	12.9
988728195	Schwensensgate barnehage	1
975317021	Skrellinga Kanvas-Barnehage	12
875317032	Soria Moria Kanvas-Barnehage	12
975016625	St Hanshaugen barnehage	6
874187372	Stiftelsen Nvh-Barnehagen	10.8
979868499	Studentsamskipnaden i Oslo og Akershus Bisletbekken Studentbarnehage	8
983060986	Studentsamskipnaden i Oslo og Akershus Lille Bislet Studentbarnehage	13
995275015	Suhmsgate barnehage	15
875316982	Trollstua Kanvas-Barnehage	12
992968028	Tusentrippen barnehage	18
975315991	Veslefrikk Kanvas-Barnehage	15.5
974796740	Vestre Aker Menighet barnehage	3
975297675	Bjørnheim barnehage	11
974002310	Christiania Barnehave Høybråten AS	11
975291383	Fossum barnehage	19
991964118	Gullberget barnehage	12
975291413	Haugenstua barnehage	15
974722232	Haugenstua Skoles barnehage B/a	9.7
975316793	Karen Aasumb barnehage	6
991963170	Nedre Fossum Gård barnehage	15
988000248	Nedre Fossum Gård Åpen barnehage	1.7
975298078	Ole Brumm barnehage	12
975298183	Smedstua Gård barnehage	14
973501704	Starveien barnehage Sa	9
975298213	Stovnerbakken barnehage	18
975298221	Stovnerhøgda barnehage	12.5
975298256	Tokerudtoppen barnehage	12
975298264	Tokerudåsen barnehage	12
975298310	Vesthellinga barnehage	12
975298337	Vestliberget barnehage	9
990328269	Vestlikollen barnehage	9
987610735	Vestliskaret Fus barnehage AS	9.5
975291820	Vestlisletta barnehage	12
975298353	Vestlisvingen barnehage	12
975298361	Vestlitoppen barnehage	12
975298388	Øvre Høybråten barnehage	14
875316192	Asperud Fus barnehage AS	12
992733519	Bjørnebo barnehage	19
975316203	Bjørnåsen barnehage	12
973076353	Blakkensvei barnehage	13
989836048	Brennastubben Familiebarnehage AS	2.3
973501593	Christiania Barnehave Bjørndal AS	10
975316211	Elverhøy barnehage	11.4
990032610	Eventyrlia Fus barnehage AS	15
875316222	Fjeldlund barnehage	9.9
975316238	Hallagerbakken barnehage	12
972734713	Hallagerstua barnehage Sa	6
989442147	Holmsåsen Fus barnehage AS	15.4
975321614	Jettegryta barnehage	18
979589476	Kantarellen barnehage	12
975299260	Lerdal barnehage	12
975316262	Lia barnehage	15
975316270	Lofsrud barnehage	9.5
975316246	Læringsverkstedet barnehage Avd Hauketo	14
915500072	Læringsverkstedet barnehage Avd Mortensrud	13
914323061	Læringsverkstedet barnehage Avd Vestskrenten Idrettsbarnehage	16
975315495	Nordre Ås barnehage	14
975316289	Nordskrenten barnehage	14
975316297	Nyjordet barnehage	12
973076418	Preståsen Kanvas-Barnehage	13
975316300	Prinsdalsbråten barnehage	11.6
973076361	Rudshøgda Kanvas-Naturbarnehage	13
979589468	Slime Gård barnehage	16.9
975316319	Sloreåsen barnehage	12
912030865	Sn Familiebarnehager Ambreen Begum Khattak Avd Asperudveien 16	1.4
916983344	Sn Familiebarnehager Ambreen Begum Khattak Avd Asperudveien 9a	1.4
978603335	Solbakken barnehage Sa	15
975316327	Steinbråten Naturbarnehage	21
972252557	Søndre Dal Gård barnehage	9
979589484	Taranrød barnehage	12
979863799	Trollskogen barnehage Bjørndal	18
975316343	Åsbråten barnehage	14.4
975319970	Åstun barnehage	12
992473584	Askeveien barnehage	12
972208353	Bestum barnehage AS	6.6
992571756	Bikuben barnehage	12
975016536	Blokkajordet barnehage	17
975316467	Casinetto barnehage	15
975178412	Casinetto Borettslags barnehage	4
975291715	Elmholt barnehage	14
992598131	Englegården Familiebarnehage	1.1
982806712	Gullungene Familiebarnehage Avd Bestumveien	1.2
982913705	Gulspurven Familebarnehage	2.3
984170610	Hakkebakkeskogen Familiebarnehage Avd Dr Rustadsvei	2.3
992140682	Hakkebakkeskogen Familiebarnehage Avd Gullkroken	2.3
986103139	Hakkebakkeskogen Familiebarnehage Avd Ullernveien	2.3
975314898	Hasselkroken Kanvas-Barnehage	18
985890463	Hoff Terrasse barnehage Sa	3
973461389	Hoffsgrenda barnehage	4
990608083	Hullebergmyra barnehage	18
992736569	Ingvilds barnehage Bestumveien	2.3
918429034	Ingvilds barnehage Holgerslystveien	2.5
975316475	Kjosjordet barnehage	10
992571659	Kvernkallen barnehage	18
995317206	Lille My Familiebarnehage Ullern	1.1
975291502	Lilleaker barnehage	12
973471198	Linden Steinerbarnehage	6.9
992473533	Mads barnehage	16
994150901	Monoliten Familiebarnehage	2.3
997838122	Montessori Småvenner barnehage Avdeling A	1.1
911847701	Montessori Småvenner barnehage Avdeling B	1.1
887722862	Montessoribarnehagen Solsikken Lilleputt	9.6
987722916	Montessoribarnehagen Solsikken Lyse	4.1
975016730	Mærradalen barnehage	6
975316432	Møllefaret barnehage	13
973446525	Nedre Silkestrå barnehage	4
875315382	Nordjordet barnehage	13
897217872	Priorveien barnehage	12
984038100	Rødstrupen barnehage	5.6
997236718	Saci barnehage	11
973076396	Skogbrynet Kanvas-Barnehage	14
993895660	Skogfuglen barnehage	10
973501879	Skøyen Terrasse barnehage	9
976177843	Slalåmveien barnehage	14
992571691	Smestad barnehage	30
991094695	Småtroll Marianne Regina Vatn	1.2
972335002	Solbakken barnehage	6
973461370	Sollerud barnehage Sa	6
975854353	Sollerudstranda barnehage	4
980031667	Stiftelsen Dokka barnehage	16.3
975316440	Thaulow barnehage	12
973964119	Tingeliten Kanvas-Barnehage	6
875016652	Tørtberg Kanvas-Barnehage	10
975316459	Ullern barnehage	12
989916432	Ullern Barnekrybbe	5
980121933	Ullern Åpne barnehage	0.9
979593198	Ullernkollen barnehage	10
973455036	Vækerø Gård barnehage	9
972181242	Øraker barnehage AS	7
977370299	Bamsebo Familiebarnehage	2.4
973469509	Barnas barnehage	6
993294977	Barnas barnehage Arnebråtveien AS	15.4
973815903	Barnebo barnehage	10.2
973457462	Blåbærskogen barnehage	4
974188120	Casa Dei Bambini	4.4
975316564	Dalskroken barnehage	18
973472437	Davinas AS	13
875028642	Diakonhjemmet barnehage Borgenveien	11.5
974797585	Diakonhjemmet barnehage Steinerud	12.6
892899312	Du og Jeg Og Vi To	2.5
973457497	Fossekallen barnehage	6
975016676	Frantsebråten barnehage	20
987697172	Fuglekongen Familiebarnehage	2.3
973486047	Giske barnehage	3
975316483	Grindbakken barnehage	12
984169744	Hakkebakkeskogen Familiebarnehage Avd Ekraveien	2.3
982266394	Hakkebakkeskogen Familiebarnehage Avd Vækerøveien	2.3
975297810	Hamborg barnehage	15
985868123	Heimvang barnehage AS	8
975299287	Helenes barnehage	17.2
975316572	Holmen Kanvas-Barnehage	9
915352073	Holmenveien barnehage Espira	45
975316505	Hov - Meklenborg barnehage	27
980033872	Humlen Montessori barnehage AS	4.4
988364630	Huseby barnehage	52
973382691	Husebygrenda barnehage	3.2
973906887	Hvitveisen barnehage AS	7.6
975316548	Jarbakken barnehage	24
988127299	Jeppes Familiebarnehage	2.5
993066494	Kattugla Steinerbarnehage	12
976610695	Klatremus Familiebarnehage	1.1
913497554	Kongeørnen barnehage	10
976011716	Kragskogen barnehage Sa	15.3
975297969	Landingsveien barnehage	12
975316521	Liabakken barnehage	12
976706528	Lille Borgen	15
988373613	Lysejordet barnehage	17
975319989	Midtstuen Kanvas-Barnehage	12.1
987723068	Montesorribarnehagen Solsikken Gladheim	14
981175379	Montessoribarnehagen Solsikken Knerten	3
974683989	Montessoribarnehagen Solsikken Låven	4.1
996396169	Montessoribarnehagen Solsikken Solkroken	5
975016749	Mølleplassen Kanvas-Barnehage	6
983214770	Mølleplassen Spesialbarnehage	10.5
987697164	Måltrosten barnehage	15.4
980447588	Onkel Tomm'S Hytte AS	11.4
875316532	Orebakken barnehage	12
990179255	Revehiet Familiebarnehage	1.1
874703362	Rishaven Menighetsbarnehage	7
974703386	Røa Menighets barnehage	18
991399364	Røahagan Familiebarnehage	2.3
975316556	Rønningen Kanvas-Barnehage	12.1
976706536	Skistua barnehage	18
871977712	Smestadveien barnehage AS	4
975016765	Snippen Fus barnehage	6
988961450	Spretten Familiebarnehage	2.3
973457322	Svenstuen Barnehave	8.6
993456519	Tennisveien Familiebarnehage	2.3
911737337	Tomm Murstad Friluftsbarnehage AS	2.9
998650097	Tommlekollen Friluftsbarnehage AS	4.5
988558869	Trosteredet barnehage Sa	3
972235970	Turi Sletners Barnehave AS	7.5
973798103	Ulvestua barnehage Sa	6
975298329	Vestjordet barnehage	12.2
971929758	Villa Utsikten Frilufts- og Idrettsbarnehage AS	4.2
997478657	Voksenkollen Friluftsbarnehage	4
817088252	Abildsø Menighetsbarnehage	7
975290867	Bakkehavn barnehage	15
975291308	Bogerud Gård barnehage	28.4
993433187	Bogerud Åpen barnehage	2.5
975291324	Bøler barnehage	12
975314456	Bøler Menighets barnehage	7
994939769	Bøler Private Familiebarnehage	1.1
975291332	Bøler Sentrum barnehage	11.4
973782975	Bøler Åpne barnehage	1.7
992173629	Christinedal Kunst og Kulturbarnehage	14
916300670	Den Russiske Familiebarnehagen	1.5
979590598	Eftasåsen barnehage	14
992371692	Engleslottet AS	2.3
875291602	Fuglemyra barnehage	18
973472496	Godlia barnehage	7.3
988997609	Goliaskogen barnehage	14
974322889	Gårdstunet barnehage	10.3
990393443	Hakkebakkeskogen Familiebarnehage Avd Drivhusveien	2.3
991734295	Hakkebakkeskogen Familiebarnehage Avd Fyrstikkbakken	2.3
990511705	Haraløkka barnehage	15
982736129	Havnehagan Friluftsbarnehage	3
988997110	Holtet barnehage	24
894754672	Husmannsplassen barnehage	18
975291464	Høyenhall barnehage	3
986838880	Knærten Familiebarnehage Avd 2	2.4
990015244	Kringkollen Familiebarnehage	1.1
975316688	Langerud barnehage	9
975290875	Lille Langerud barnehage	3.6
992668164	Lillejordet barnehage	14
991088393	Lopperud barnehage	24
998298962	Lykketrollet barnehage	5
893472622	Lykketrollet Familiebarnehage Avd Bogerudveien	2.3
992781580	Lykketrollet Familiebarnehage Avd Dalbakkveien 10b	1.1
991626557	Lykketrollet Familiebarnehage Avd Dalbakkveien 14	1.1
999297404	Lykketrollet Familiebarnehage Avd Stordamveien	1.1
991740627	Lykketrollet Familiebarnehage Avd Ulsrudveien	2.3
973486055	Mangelberget barnehage	6.8
975291537	Manglerud barnehage	19.2
998400597	Mikaelgården Steinerbarnehage	14
875298062	Myrvoll barnehage	15
973281216	Nordre Skøyen barnehage Sa	3
875316672	Nøklevann barnehage	18
975298086	Oppsal Samfunnshus barnehage	16
875316702	Oppsaltunet barnehage	27
988997218	Rustad Gård barnehage	6
979204965	Rustadsaga barnehage Sa	11
975298094	Rønningjordet barnehage	36
974379422	Skullerudhøgda barnehage	12.5
979590423	Solfridbakken barnehage	13
974826801	Soltoppen barnehage	3.5
975291758	Storgården barnehage	33
892022682	Tallberget barnehage	21
975322122	Treskeveien barnehage	23
977106265	Trollungene Familiebarnehage AS	2.8
975298280	Tveteråsen barnehage	13
994416162	Utmarkveien barnehage	21
974819902	Vetlandsveien barnehage	3
975016633	Østensjø Kanvas-Barnehage	11
973949608	Østensjøstua barnehage Sa	10.4
894934182	Østmarka Idrettsbarnehage AS	30.1
974623544	Røysekatten barnehage	16.5
980684598	Skjeraberget barnehage	6.7
891634242	Storafjellet Fus barnehage AS	15.2
974617684	Bokn Kommunale barnehage	8.5
973589032	Andelslaget Raketten barnehage Sa	7.8
987913592	Eigerøy barnehage Sa	9.9
983817025	Grøne Bråden barnehage	10
994614371	Helleland Fus barnehage AS	8.2
973459015	Hellvik barnehage	13
991875441	Hestnes Fus barnehage AS	13.8
976670094	Husabø barnehage	4
973502018	Jernhagen barnehage	8.2
990472386	Kiellandskogen Fus barnehage AS	15.8
983491251	Lykkeliten Foreldrelagsbarnehage	14.3
989304879	Robåten Fus barnehage AS	10.6
975308073	Rundevoll barnehage	6
973465716	Samvirkeforetaket Varden Andelsbarnehage Sa	9.8
992589817	Skattekisten Kulturbarnehage AS	23
979150172	Slettebø barnehage	19
975323420	Tusenbeinet Åpen barnehage	0.9
975300374	Finnøy kommune Ombo Oppvekstsent Avdeling Barnehage	5
976672321	Fogn Oppvekstsenter Avdeling Barnehage	2.3
991276939	Hagatoppen barnehage	17.1
974183730	Nlm Barnehagene AS Avd Utsyn Barnehage Finnøy	9.4
973383574	Sjernarøy Oppvekstsenter Avdeling Barnehage	6
973485849	Talgje barnehage	6
975308367	Forsand barnehage	11.5
979150237	Bamsebo barnehage	13
990721726	Bruhammaren Fus barnehage AS	14.2
984033915	Fiskebekk barnehage Sa	13.3
998710030	Flassabekken barnehage	30
993336122	Gilja barnehage	9.2
975324915	Husafjell barnehage	24
990233977	Kodlidalen barnehage	14.4
979525699	Kollberge Familiebarnehage	2.6
988414557	Nesjane barnehage	14.6
975308332	Oltedal barnehage	19
991956484	Rishagen Fus barnehage AS	22.4
975308359	Solås barnehage	8
984318766	Amanda barnehage Sa	14.2
987058285	Anna Nilssens Minne barnehage	17.3
975308162	Bleikemyr barnehage	10
988482633	Espira Bjørgene barnehage	18.6
993464325	Espira Bråsteintunet barnehage	17.4
892206082	Espira Skåredalen barnehage	21.9
972214558	Fjellstemmen barnehage	10.5
972397865	Gard barnehage Sa	12
972174068	Grutle barnehage	10
986209077	Haugaland Idrettsbarnehage	14
815225732	Haugesund International Preschool Fus AS	11.5
975268365	Hemmingstad barnehage	10
983959466	Holmegaten Familiebarnehage Ans	1.7
989331558	Iogt Barnehagen	9
981294149	Kvala barnehage AS	10
887731152	Kyvikdalen barnehage Sa	10.7
987219963	Li-Te AS	1.2
984273894	Lysskar barnehage Sa	11.8
973908464	Nbu'S Bondegårdsbarnehage	7.2
976725565	Nøtteliten Familiebarnehage AS	7.7
989857746	Presthaug Fus barnehage AS	17
992820349	Rossabø Fus Aktivitetsbarnehage AS	18
973482599	Rufus barnehage Sa	18.2
975299058	Sagatun barnehage	7
988542296	Skåre Fus barnehage AS	13
915367240	Små Barnehager Avd Jekteveien	2.6
911655861	Små Barnehager Haugesund Avd Risøy	2.9
816281172	Små Barnehager Sentrum AS	6
919858702	Småbarnehager Røvær AS	1.3
975308219	Solandsbakken barnehage	14
975070719	St. Olav barnehage	7
986707700	Steinsfjellet barnehage Sa	14.4
973464841	Stiftelsen Soria Moria Steinerbarnehage	16.7
973862340	Studentbarnehagen i Haugesund	12.6
987879734	Udland Fus barnehage AS	16.3
991241043	Vassbrekke Fus Kulturbarnehage AS	11.2
973908588	Villduen barnehage	14.7
973877070	Åpen barnehage	1.1
973383558	Fister barnehage	8.5
975070336	Hjelmeland barnehage	12.8
975308383	Jøsenfjorden barnehage	3
875299042	Årdal barnehage	11
975212289	Askeladden barnehage	8.4
994454420	Bjorhaug barnehage	9.9
975323528	Breidablikk Kulturbarnehage	9.2
884876532	Espira Skjeaberget barnehage	16
975323536	Lensmannsgarden barnehage	15.8
916336101	Motlandsmarka barnehage	20.4
976827910	Måken barnehage	12.7
873157232	Nlm Barnehagene AS Avd Tryggheim Barnehage Nærbø	13.1
982926610	Noas Ark Open barnehage	0.5
975268322	Nymannsbråtet barnehage	17.7
993423246	Rosktoppen barnehage	15.2
994454439	Stokkalandsmarka barnehage	22
985093474	Tjemslandshagen barnehage Sa	12.4
975294579	Trekløveren barnehage	20
975299015	Urhei barnehage	9.7
998374103	Varhaug Idrettsbarnehage	10.6
975268330	Vibereiret barnehage	11
875323512	Vigre barnehage	13.4
873512032	Aski barnehage	22.6
975314650	Avaldsnes barnehage	15.5
979332556	Bygnes Vitenbarnehage	20.3
992840196	Espira Karmsund barnehage	17.9
992203897	Espira Litlasund barnehage	24.3
992875194	Espira Sletten barnehage	22.2
992205113	Espira Tjøsvoll barnehage	25.1
985488703	Espira Veldetun barnehage	17.6
886933592	Espira Østrem barnehage	21.8
988116459	Espira Århaug barnehage	14.6
991560653	Fladaberg Fus barnehage AS	11
972397741	Hakkebakkeskogen barnehage Vormedal Sa	23.9
973448706	Kirketunet barnehage	21.3
976828593	Kolnes barnehage	10.6
974797615	Kopervik Menighetsbarnehage AS	6
873489332	Kyrkjebakken barnehage	5.3
987013060	Læringsverkstedet barnehage Avd Åkrasanden	16.8
972214361	Rusvik Naturbarnehage	10
983235875	Ryvingen barnehage	21.7
991496416	Sandhåland Musikk-Gårdsbarnehage AS	8.3
975204154	Sevland barnehage	14.2
975290964	Skudenes barnehage	14.9
984470789	Slagstemmen barnehage	12
994349880	Små Barnehager AS Avd Torvastad	3.7
994888498	Små Barnehager AS Avd Viken	2.5
991194800	Steinarskogen Fus barnehage AS	17.3
987730951	Steinhaugane Fus Friluftsbarnehage AS	8
973489321	Stiftelsen KF  nsattes barnehage Eventyrhagen	18
985439605	Stiftelsen Norheim barnehage	25.7
975198146	Storesund barnehage	9.3
973459724	Vea barnehage	14.9
975323595	Vormedal barnehage	24.1
991297626	Åsebøen Fus barnehage AS	22.9
973459341	Bore barnehage	9.2
875308262	Borsheim barnehage	12
985334641	Engelsvoll barnehage	15.7
992461489	Espira Ormadalen barnehage	25.4
981331389	Horpestad barnehage	6
973889982	Kleppe Friluftsbarnehage	18.4
989427849	Kleppestemmen Fus barnehage AS	11.5
975315347	Lyngmarka barnehage	18
985131678	Markå barnehage Sa	11.8
874860212	Myrsnibå barnehage	11.7
975308278	Orre barnehage	19.4
975300315	Orstad Naturbarnehage	14
976828216	Steingarden barnehage	8.5
974796880	Storhaug barnehage	21.5
991343628	Sørhellet barnehage	15.6
996258661	Tjøttaparken Fus barnehage AS	28.4
879199972	Tu barnehage	14.2
887908052	Vasshus barnehage	4.9
988956848	Vasshus Gardsbarnehage AS	15.8
986091947	Vibå Musikkfamiliebarnehage Hilde Nysted	2.8
873910542	Kvitsøy barnehage	6.2
982273854	Hammeren barnehage	27.5
975320944	Heskestad barnehage	5.6
975308227	Hovsherad barnehage	6.8
973810944	Endrestø barnehage	13
974551497	Fjellheim barnehage	7.5
973900749	Myrå barnehage	20.5
984093446	Nyvoll barnehage Sa	12.6
973477986	Ryggstranden barnehage	11.3
973900722	Sande barnehage	14
974551527	Solbakken barnehage	21.5
974551519	Viste barnehage	22
991599355	Vistestølen barnehage	20.5
893589872	Ze-Bra Gårdsbarnehage AS	12.1
975308480	Bru barnehage	11
974617528	Rennesøy barnehage	8.5
912013804	Skorpefjell barnehage	12.5
975317943	Vestre Åmøy barnehage	9
992552603	Vikevåg barnehage	16.5
989826956	Østhusvik barnehage	14
973465724	Aktiv barnehage	20.4
974610981	Austrått barnehage	15.9
994875698	Bogafjell Åpne barnehage	0.8
984811977	Bogafjellbakken Naturbarnehage Sa	19.1
994234331	Bratteborg barnehage AS	14.3
974611201	Brueland barnehage	38
887536902	Buggeland barnehage Sa	15
988801593	Eikenøtta Naturbarnehage AS	13
890906362	Engleongane barnehage AS	6.3
992482273	Espira Krystallveien barnehage	25.4
973730215	Espira Lura barnehage	19
974701480	Espira Taremareby barnehage	14.1
989875922	Espira Vagletjørn barnehage	20.9
973341200	Figgjo barnehage	20
874610992	Ganddal barnehage	12.8
874611182	Gravarslia barnehage	10.2
998400058	Hana barnehage	12.4
972286478	Hans og Grete barnehage Sa	14.8
974610728	Hommersåk barnehage	12
974611155	Høle barnehage	8
980525856	Håbafjell Idrettsbarnehage	16
972397873	Håbet Fus Friluftsbarnehage AS	11.6
974798670	Håholen barnehage	11.1
989305174	Iglemyr Fus barnehage AS	16.1
974611007	Jønningheia barnehage	20
919361719	Kleivane barnehage	16
982451361	Knøttene Åpen barnehage	0.8
885472672	Kreativ barnehage Bogafjell	17.2
916115881	Kreativ barnehage Hove	19.4
917084319	Langgata barnehage	14
988726206	Lekeland barnehage	10.3
873263792	Lundegård barnehage Sa	13
889305142	Lundehagen Fus barnehage AS	16
997813553	Læringsverkstedet barnehage Avd Julebygda	16.2
976719883	Maudland Fus barnehage AS Avd Maudlandsveien	22.2
916824327	Maudland Fus barnehage AS Avd Riskatun	8
973857606	Myklaberget barnehage	9.3
974288028	Myrsnipa barnehage	6.5
