Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.0 år	2017.Alle eierformer.1 år	2017.Alle eierformer.2 år	2017.Alle eierformer.3 år	2017.Alle eierformer.4 år	2017.Alle eierformer.5 år
975303632	Vilberg barnehage	0	3	7	6	6	9
973494627	Dulven barnehage	1	9	2	7	4	4
973468936	Granrudmoen barnehage Al	0	3	3	9	8	7
973352156	Hågåsletta barnehage	0	5	13	9	10	17
975303500	Mosjordet barnehage	0	7	10	5	11	5
975316726	Vidarheim barnehage	0	17	14	16	17	11
975305910	Beito barnehage	0	5	8	6	6	7
973347284	Heggebø Friluftsbarnehage Sa	0	5	2	4	7	3
975296687	Rogne barnehage	0	8	8	13	12	7
975305937	Tingvang barnehage	0	3	7	5	7	9
996797864	Barneslottet barnehage	0	24	29	39	34	30
974207540	Bryn barnehage AS	0	16	12	17	12	11
997143019	Den Russiske Barnehagen	0	0	2	1	1	0
873736712	Ellingsrud Private barnehage	0	3	6	8	4	6
975297713	Fagerholt barnehage	0	14	15	18	20	20
973111965	Frelsesarmeens Barnehager Avd Regnbuen	0	10	16	17	25	20
975317161	Frydenlund barnehage	0	8	11	13	11	16
975297756	Furua barnehage	0	4	6	10	9	12
916392435	Furuset Smart Språktilbud	0	0	0	0	5	2
975317145	Furustien barnehage	0	3	6	13	15	26
893765832	Gransbakken barnehage	0	7	25	26	19	17
975317137	Gransletta barnehage	0	3	6	11	12	13
975297837	Haugen barnehage	0	7	9	14	18	8
918871217	Haugenstien barnehage	0	10	9	7	13	14
975291421	Haugerud Sentrum barnehage	0	2	16	15	18	21
973446452	Haugerud Skoles barnehage	0	0	1	7	1	8
973512560	Haugerudhagan barnehage AS	0	17	11	14	12	14
992552980	Havnehagen barnehage	0	5	11	14	14	12
974824299	Hellerud barnehage	0	6	3	9	9	9
973483617	Hellerudtoppen barnehage Sa	0	0	2	5	4	5
980372278	Jeriko Private Friluftsbarnehage AS	0	0	6	3	1	2
975297934	Karihaugen barnehage	0	9	17	18	18	20
975297950	Karlstua barnehage	0	4	5	11	14	11
992501871	Kastanjen barnehage	0	10	9	9	15	10
989933973	Kløfterhagen barnehage Berit Lillian Haugland	0	3	2	4	3	1
990726035	Knøttene Familiebarnehage, bydel Alna Kirsten Henny Kihl	0	3	2	3	1	1
975317129	Kurland barnehage	0	2	10	9	11	10
975297764	Lia barnehage	0	2	11	17	21	15
975297985	Lindebergskogen barnehage	0	3	15	16	7	12
975298809	Lindebergstua Kanvas-Barnehage	0	4	12	14	15	12
975298000	Linjen barnehage	0	7	8	13	11	12
975298019	Lohøgda barnehage	0	1	8	12	9	15
975317110	Lutvannskollen barnehage	0	4	10	14	12	11
996689298	Mummidalen Familiebarnehage Avdeling Lille My	0	3	1	0	0	0
899650352	Munkebekken Idrettsbarnehage AS	0	30	26	38	30	27
975291766	Norlandia Sørhellinga barnehage	0	12	12	26	23	11
975298108	Ospa barnehage	0	7	9	13	12	14
975317102	Plassen barnehage	0	2	7	6	14	10
981169557	Scala Private barnehage Sa	0	5	11	13	13	13
975291731	Smalvollskogen barnehage	0	2	10	11	11	14
975317099	Smedbakken Fus barnehage AS	0	6	13	9	12	13
975316424	Solfjellet barnehage	0	3	6	15	18	14
974832348	Stjerneblokkveien Private barnehage AS	0	2	3	2	1	4
975298205	Stjernemyra barnehage	0	2	8	10	15	9
875298232	Stubberudlia barnehage	0	2	4	6	17	8
975016641	Teisen Gård barnehage	0	0	0	11	5	8
875016792	Teisen Vest barnehage	0	6	9	0	0	0
992083069	Teisenparken barnehage	0	10	14	13	12	11
975298272	Trosterud Senter barnehage	0	1	3	3	5	7
980287459	Trøste og Bære barnehage	0	3	5	6	2	7
984933908	Valhall barnehage	0	14	16	13	16	11
917192715	Vassenga Fus barnehage AS	1	9	22	20	19	8
993180254	Østausa barnehage	0	6	12	15	13	8
975297624	Akersvingen barnehage	0	7	5	14	7	9
986792341	Barnas barnehage Lunden AS	0	5	9	10	5	10
973761773	Barnehagenvår Sofus	0	9	12	7	5	9
976599136	Bever'N barnehage Sa	0	0	0	6	5	7
975325075	Bjerkedalen barnehage	0	4	20	17	16	15
975297683	Bredtvet barnehage	0	5	10	10	12	14
988592846	Brobekk barnehage	0	13	11	16	17	15
912267334	Espira Spirea barnehage	0	10	18	16	16	16
987041269	Hestehagen Familiebarnehage	5	3	0	0	0	0
982404142	Kanutten barnehage	0	5	6	5	4	3
980918874	Kolåsbakken barnehage Sa	0	13	15	16	15	17
975297993	Linderud Gård barnehage	0	6	12	12	9	15
992781556	Lykketrollet Familiebarnehage Avd Anna Rogstadsvei	0	0	4	0	0	0
992781521	Lykketrollet Familiebarnehage Avd Eltonveien	0	2	2	0	0	0
893149732	Lykketrollet Familiebarnehage Avd Kildeveien	0	4	0	0	0	0
912071561	Lykketrollet Familiebarnehage Avd Krokliveien	1	4	3	0	0	0
992097965	Lykketrollet Familiebarnehage Avd Åkerøveien	2	5	1	0	0	0
911944812	Læringsverkstedet barnehage Avd Bjerke Panorama	0	10	14	12	13	11
980687244	Madamløkken barnehage	0	2	7	8	12	15
888496092	Maurtua Familiebarnehage	0	3	1	0	0	0
987337737	Maurtua Private Familiebarnehage AS Avd Beverveien	0	4	4	0	0	0
992159251	Maurtua Private Familiebarnehage AS Avd Nordalveien	0	1	7	0	0	0
983130704	Maurtua Private Familiebarnehage AS Avd Rabbeveien	0	6	2	0	0	0
995778742	Nemo Familiebarnehage Filiz GÖcücü Avd Brobekkveien	1	2	1	0	0	0
992990325	Nye Midlertidige Refstadsvingen barnehage	0	13	11	12	15	9
975291618	Orelia barnehage	0	0	0	10	10	16
975316645	Refstad barnehage	0	10	20	19	23	24
999050603	Risløkka Familiebarnehage	0	4	4	0	0	0
890664512	Rødberget Naturbarnehage	0	0	0	2	6	4
975298159	Sandbakken barnehage	0	1	11	8	14	14
995031280	Sinsen Fus barnehage AS	0	19	24	23	16	31
975316653	Sisiktoppen barnehage	0	4	8	14	12	22
875009532	Skauen barnehage Sa	0	2	2	3	4	3
988592765	Skrubbelund barnehage	0	5	19	20	13	15
975291723	Sletta barnehage	0	2	7	13	20	17
975006271	Tonsenhagen barnehage AS	0	4	6	7	7	8
975291774	Tonsenjordet barnehage	0	0	0	10	12	14
992990333	Utforskeren barnehage - Hus A	0	14	4	15	12	9
896335332	Utforskeren barnehage - Hus B	0	8	10	13	11	12
996335348	Utforskeren barnehage - Hus C	0	9	9	14	9	13
987646705	Veksthusfløtten Familiebarnehage	1	2	5	0	0	0
975316661	Økern barnehage	0	4	14	15	10	17
973277367	Økernbråten barnehage	0	1	3	2	3	5
997571673	Økernly barnehage	0	14	16	18	14	18
886868162	Økernveien Familiebarnehage	0	5	3	0	0	0
975291847	Årvoll barnehage	0	2	4	8	8	5
988730491	Årvollskogen barnehage AS	0	15	13	14	10	12
976767675	Årvollveien barnehage AS	0	7	7	12	12	14
992851325	Abrakadabra Familiebarnehage	0	5	3	0	0	0
972193143	Aker Brygge barnehage Sa	0	10	12	7	5	10
977521386	Ankerhagen barnehage Sa	0	12	7	8	11	3
975297659	Bergebo barnehage	1	16	14	21	11	14
993800007	Betha Thorsens Kanvas-Barnehage	0	22	23	33	23	22
973465414	Bygdøylund barnehage	0	1	4	4	4	0
984929978	Bygården barnehage	0	21	15	0	0	0
993616559	De Ni Musene AS Avd Frogner	0	0	4	0	0	0
914419417	Fjordbyen barnehage	4	18	10	30	6	2
912050599	Fredrikke barnehage	0	0	0	20	24	16
994790463	Fredriksborg Familiebarnehage	1	5	2	0	0	0
974204762	Fridheim barnehage AS	0	12	9	17	16	16
991575863	Friggfeltet barnehage	0	25	20	17	11	14
975016684	Frogner barnehage	0	12	18	13	14	9
974183455	Frogner Internasonale Pre-School	0	0	0	14	17	17
973484729	Frognerbekken barnehage	0	3	7	4	6	5
972179337	Frognerkilen barnehage	0	13	11	11	9	8
984037562	Godbiten barnehage	1	13	2	7	8	3
975300269	Grønneberg barnehage	0	0	0	12	14	10
979587910	Gydas Vei barnehage	0	10	15	14	10	10
987117575	Hakkespetten barnehage AS	0	7	7	7	10	6
975297829	Hamna barnehage	0	12	8	12	12	10
875291432	Hegdehaugen barnehage	0	18	18	0	0	0
975297861	Hjelmsgate barnehage	0	28	15	24	7	18
984019025	Kongeskogen barnehage	0	6	15	8	17	23
976939190	Lycee Francais Rene Cassin Avd Barneskole/barnehage	0	0	0	30	23	47
997118502	Monolitten barnehage	0	18	19	14	5	16
974183390	Musehuset barnehage	1	0	5	5	1	0
981552172	Månestråle barnehage	1	42	39	27	28	14
973501453	Nordraaksgate barnehage Al	0	8	6	6	6	3
979587937	Rosenborg barnehage	1	6	10	13	6	7
873769912	Ruseløkka barnehage AS	0	11	14	10	12	7
974725142	Schafteløkken Menighets barnehage	0	5	5	7	5	4
975291707	Skillebekk barnehage	0	13	11	15	11	16
995489422	Solbærtorvet barnehage	0	13	17	14	12	4
973464922	Solrosen Steinerbarnehage AS	0	0	3	3	3	8
973446584	Stallen barnehage Sa	0	4	5	9	4	5
995319101	Stiftelsen Den Tyske Skoleforening i Norge Avd Barnehage	0	6	10	20	20	30
974188546	Stiftelsen Hydroparken barnehage	0	9	9	7	9	3
973501437	Stiftelsen Victoria barnehage	0	3	6	5	5	8
975000346	Studentsamskipnaden i Oslo og Akershus Avd 406 Studentenes Småbarnstue	0	3	8	8	2	1
995467046	Tinkern Kanvas-Barnehage	1	27	33	18	23	22
996016676	Tjuvholmen barnehage	0	15	14	11	12	8
896646982	Tornerose Familiebarnehage	0	2	2	0	0	0
974183412	Treklang Montessoribarnehage	0	0	7	6	11	6
975317536	Tusindhuus barnehage	0	25	13	14	7	9
975016838	Uranienborg barnehage	0	4	8	7	6	11
875315862	Vigelandsparken barnehage	0	15	12	14	12	8
994174525	0 - 6 Ullensakergata barnehage AS	0	5	4	7	6	5
899303962	0 - 6 Vålerenggata barnehage AS	1	6	6	4	4	3
894436662	Alleen Sansehage	2	19	11	7	17	7
914129427	Baglerbyen Fus barnehage AS	0	9	15	13	24	11
997524705	Borggata Familiebarnehage	1	0	3	0	0	0
979588925	Breigata barnehage	0	2	3	9	6	7
873076372	Dumpa Kanvas-Musikkbarnehage	0	13	14	15	15	10
891041942	Eitillstad Fus-Barnehage	0	18	12	12	13	17
975291359	Enerhaugen barnehage	0	2	7	8	5	5
997453964	Enga barnehage	0	8	6	11	5	4
975291367	Etterstad barnehage	1	23	31	21	31	21
979588917	Etterstadgata barnehage	0	4	4	6	7	6
994004956	Etterstadjordet barnehage	0	29	32	22	28	21
988125954	Etterstadsletta barnehage	1	12	11	19	8	8
986877711	Fridtjovsgate barnehage	0	12	14	12	11	3
995631806	Fyrstikkalleen barnehage	0	35	27	37	15	28
973943812	Gamlebyen barnehage	0	3	15	13	18	23
973804049	Grønland barnehage	0	10	19	24	16	18
914735025	Grønland Familiebarnehage	0	1	3	0	0	0
975325016	Grønland Torg barnehage	0	8	16	12	15	11
991744568	Heibergløkka barnehage	0	4	6	7	4	6
913373782	Herslebs Familiebarnehage	0	1	3	0	0	0
985271844	Hola barnehage	0	7	6	10	4	5
975316149	Hurdalsgata barnehage	0	1	7	8	8	4
985865086	Internasjonal Kultur barnehage Enebakkveien	0	13	14	0	0	0
987146192	Internasjonal Kultur barnehage Ikb Åkeberg	0	0	0	15	12	15
975316084	Jordal barnehage	0	8	10	12	9	15
975316068	Kampen barnehage	0	10	25	18	26	18
912185559	Kampen Kunstbarnehage Avd Norderhovgata	0	4	0	0	0	0
988081140	Kampen Kunstbarnehage Avd Sons Gate	0	2	6	6	7	5
977408725	Kardemomme barnehage Sa	0	8	12	9	11	10
991875417	Kværnerbyen Fus barnehage AS	2	15	15	21	11	13
994004840	Kværnerdalen barnehage	18	92	92	81	57	53
975291391	Lakkegården barnehage	0	11	9	16	16	12
912022498	Langleiken barnehage	0	4	5	8	6	10
912132145	Lille Grønland barnehage	1	11	13	0	0	0
914400465	Læringsverkstedet Sørengkaia AS	0	11	11	18	9	1
997712706	Maurtua barnehage	0	0	0	3	7	8
987639105	Mosaikk barnehage	0	0	0	15	18	29
973486063	Munik barnehage Karin Jacobsen	0	3	3	7	4	5
988410756	Munkenga barnehage	0	8	14	17	8	13
911809311	Nonneseter Kloster Idrettsbarnehage AS	0	22	7	12	8	5
990839778	Papaya Kanvas-Barnehage	0	6	8	8	5	5
995110199	Sigurdsgate Familiebarnehage	1	3	0	0	0	0
991449485	Skomakergata barnehage	0	0	0	13	10	13
888540512	Sommerfryd barnehage	0	10	22	29	23	9
993406597	Sotamyggen barnehage	0	4	4	8	4	11
918381309	Strekkoden barnehage	0	19	12	8	1	1
912827437	Stålverkskroken barnehage	1	15	14	16	18	16
998754461	Sørenga barnehage	0	12	13	11	14	9
987021152	Trudes Familiebarnehage Trude Gulbrandsen	0	4	0	0	0	0
975323226	Tøyengata barnehage	0	0	0	3	3	11
975048047	Utsikten barnehage	0	0	3	5	2	5
975291804	Valle barnehage	0	2	11	7	14	8
918290222	Valle Hovin Idrettsbarnehage	3	34	10	10	6	7
992332336	Venkes Familiebarnehage Venke Anita Fredstad	0	2	2	0	0	0
975291855	Åkeberg barnehage	0	15	24	25	20	15
975291243	Ammerudenga barnehage	0	13	23	31	24	35
975291251	Ammerudgrenda barnehage	0	7	11	12	12	12
875291262	Ammerudkollen barnehage	0	20	25	25	29	18
975291278	Ammerudlia barnehage	0	25	20	35	26	29
975291375	Flaen barnehage	0	7	20	15	17	22
979591799	Grei Korttidsbarnehage	0	0	0	8	2	5
996081222	Grorud barnehage	1	12	23	27	22	23
884170532	Hakkebakkeskogen Familiebarnehage Avd Kirkesvingen	0	3	5	0	0	0
980936848	Huken Naturbarnehage	0	0	0	7	5	6
975297977	Lilleslottet barnehage	0	7	8	24	14	18
813628872	Lykketrollet Familiebarnehage Avd Ingebret Andersensvei	0	2	2	0	0	0
913043898	Nemo Familiebarnehage Filiz GÖcücü Avd Rødtvedt	0	2	6	0	0	0
875291572	Nordtvet barnehage	0	0	0	13	20	21
991997210	Nøtteliten Familiebarnehage	0	4	0	0	0	0
975298124	Rasmusbakken barnehage	0	2	19	0	0	0
975291642	Ravnkollen barnehage	0	11	11	22	12	19
975315827	Romsås Senter barnehage	0	10	17	0	0	0
975298132	Romsåstoppen barnehage	0	7	11	15	10	9
975291669	Rødtvet barnehage	0	7	20	25	22	19
975291901	Sandåsveien barnehage	0	3	9	11	9	16
982443636	Skogkanten barnehage AS	0	0	1	5	3	4
973489844	Stiftelsen Lillomarka barnehage	0	8	6	10	5	5
975291898	Tiurleiken barnehage	0	0	0	24	17	25
979591942	Tjernveien barnehage	0	5	13	13	15	8
881503972	Akersløkka barnehage	0	11	15	15	6	8
975317544	Barnas Hus barnehage	0	42	54	27	36	25
990972850	Barnehagenvår Løren	0	11	7	13	11	17
875317512	Bellevue Gård barnehage	0	6	28	28	24	19
982406552	Birk barnehage AS	0	1	2	4	2	6
917744807	Brødfabrikken Fus barnehage AS	0	45	10	5	7	2
982151848	Dynekilen barnehage	0	24	36	25	30	23
816032172	Espira Gartnerløkka barnehage	0	12	54	13	12	12
992462310	Espira Marienfryd barnehage	3	20	18	26	27	22
984151527	Eventyrbrua Steinerbarnehage	0	14	13	13	14	9
986611134	Gaia barnehage	0	20	14	14	9	13
975315908	Grünerhagen barnehage	1	24	27	26	39	28
975297802	Hallenparken barnehage	0	14	20	24	14	20
975315916	Hammerfestgata barnehage	0	10	12	13	17	11
975291456	Hovin barnehage	0	10	14	16	17	16
997478673	Kanonen barnehage	0	14	16	24	15	20
975016560	Keyserløkka barnehage	0	0	0	4	10	22
986993282	Kulturparken Fus barnehage AS	0	15	15	17	13	10
992547081	Lykketrollet Familiebarnehage Avd Frydensgate	0	4	0	0	0	0
992594098	Lykketrollet Familiebarnehage Avd Sverdrupsgate	1	2	1	0	0	0
899164512	Læringsverkstedet barnehage Avd Konfektfabrikken	0	8	14	13	16	13
892775362	Læringsverkstedet barnehage Avd Waldemars	1	15	12	17	12	11
993020540	Lørensvingen barnehage	0	13	11	15	14	4
975315932	Ola Narr barnehage	0	18	13	15	13	10
975291650	Rodeløkka barnehage	0	10	9	14	21	17
975315967	Sami Manaid Gardi Cizas	0	5	5	4	3	9
872172572	Seilduken barnehage A/l	0	8	10	12	13	11
975291693	Sinsen barnehage	0	27	26	27	28	25
974703416	Sinsen Kirkes barnehage	0	5	7	3	4	5
992501774	Sjokoladefabrikken barnehage	0	29	33	18	27	23
975298191	Sofienbergparken barnehage	0	33	24	30	12	21
994203584	Sophies Hage barnehage	0	59	58	52	38	27
997939042	Støperiet barnehage	0	59	39	35	46	29
994173200	Teglverket barnehage	1	27	37	35	35	28
918049916	100 Meterskogen barnehage AS	0	12	8	6	11	8
990535051	Andromeda barnehage	0	14	9	9	9	9
979592655	Badebakken barnehage	0	7	12	14	9	11
974797127	Bakkehaugen barnehage Sa	0	6	5	6	8	6
881234092	Barnehagenvår Josefine	0	6	10	9	8	10
986375910	Berg Gård barnehage	0	2	1	7	3	3
991196986	Berglåven barnehage	0	6	11	5	3	11
993898848	Bergtunet barnehage	2	36	22	20	21	19
973076388	Bjerkealleen Kanvas-Barnehage	0	9	11	15	16	12
973278886	Blindern Barnestuer Sa	0	13	28	19	12	21
975297691	Bråtenalleen barnehage	4	18	11	4	8	2
973390945	Bukken Bruse barnehage Sa	0	4	3	3	2	4
973457403	Damplassen barnehage	0	0	3	11	11	13
975016668	Disen Gård Kanvas-Barnehage	0	2	3	4	4	4
975297705	Disengrenda barnehage	0	7	20	20	23	23
973351273	Eikenøtten barnehage	0	4	3	4	3	2
991773096	Engebråten barnehage	0	8	19	14	23	22
975316947	Eplehagen Kanvas-Barnehage	0	15	6	9	10	13
991743944	Eventyrstua barnehage	0	20	24	20	23	13
972218480	Forskningsparken Montessori AS	0	7	9	11	6	6
973501739	Furulunden Kortidsbarnehage Ans	0	3	5	0	2	0
975211908	Gaustadsnippen barnehage AS	0	12	9	11	10	8
974294443	Grefsen Kirkes barnehage	0	1	9	8	4	11
993156434	Grefsenlyst Fus barnehage AS	0	19	20	18	21	27
993898740	Grefsentunet barnehage	0	5	13	13	19	10
979592388	Gulldalen barnehage	0	9	17	11	15	12
988557390	Hakkebakkeskogen Familiebarnehage Avd Biskop Heuchsvei	1	5	2	0	0	0
990559643	Hakkebakkeskogen Familiebarnehage Avd Daniel Walstadsvei	1	6	1	0	0	0
991734341	Hakkebakkeskogen Familiebarnehage Avd Kastanjeveien	2	4	2	0	0	0
887662592	Hakkebakkeskogen Familiebarnehage Avd Koldrupsvei	0	5	3	0	0	0
984169868	Hakkebakkeskogen Familiebarnehage Avd Tåsenveien	0	6	2	0	0	0
973471708	Hamborgplassen barnehage	0	4	6	8	7	8
989658611	Hansemyra Friluftsbarnehage Sa	0	0	0	3	5	4
975297845	Haugensjordet barnehage	0	13	17	11	15	21
974201844	Havnabakken barnehage Sa	0	5	7	7	8	9
974716798	Hompetitten Kanvas-Barnehage	0	11	8	12	12	14
991773002	Kjelsås Skole barnehage	0	11	24	24	24	20
894487542	Kongla Familiebarnehage	0	5	3	0	0	0
979592647	Korsvolltoppen barnehage	0	7	11	9	16	11
975291499	Langmyrgrenda barnehage	0	9	9	11	12	13
993457701	Lykketrollet Familiebarnehage Avd Haugesvei	4	0	4	0	0	0
892004072	Lykketrollet Familiebarnehage Avd Saturnveien	1	4	3	0	0	0
996113639	Læringsverkstedet barnehage Avd Grefsen Terrasse	0	13	11	15	10	13
814400352	Læringsverkstedet Tåsenløkka barnehage	0	58	41	40	19	11
972734721	Maridalen barnehage Sa	0	4	8	3	4	5
887723192	Montesorribarnehagen Solsikken Maristova	0	2	8	0	0	0
997628306	Montessori Giraffen Familie barnehage	1	5	2	0	0	0
987723165	Montessoribarnehagen Solsikken Sognestuen	0	5	5	6	4	9
975016579	Myrer Kanvas-Barnehage	0	9	8	10	13	10
979592485	Myrertoppen barnehage	0	13	17	15	16	14
974726742	Nordberg barnehage	0	22	21	31	28	29
974702843	Nordberg Menighets barnehage	0	6	6	6	6	6
975016587	Nordre Åsen Kanvas-Barnehage	0	5	6	13	10	14
990551111	Norlandia Gaustadskogen barnehage	1	27	28	22	23	23
973457292	Nydalen barnehage Sa	0	6	7	7	6	6
975016595	Rektorhaugen Kanvas-Barnehage	0	18	20	19	20	18
988532665	Sanatoriet barnehage	0	5	13	10	19	7
994464000	Småen Familiebarnehage	3	2	2	0	0	0
991189874	Sognsveien barnehage	0	20	24	24	26	23
873480882	Solemskogen Naturbarnehage Sa	0	6	6	7	7	5
973457675	Stilla barnehage	0	5	5	7	9	9
975011615	Studentsamskipnaden i Oslo og Akershus Avd 401 Sogn Barnehage	2	17	23	14	6	11
975011623	Studentsamskipnaden i Oslo og Akershus Avd 402 Eilert Sundts Barnehage	3	17	20	17	10	8
975011631	Studentsamskipnaden i Oslo og Akershus Avd 403 Bamsebo Barnehage	1	11	14	24	7	13
991999108	Studentsamskipnaden i Oslo og Akershus Avd 403 Lille-Bamsebo Barnehage	0	15	6	0	0	0
975011658	Studentsamskipnaden i Oslo og Akershus Avd 405 Skogly Barnehage	2	13	9	7	7	10
980480291	Studentsamskipnaden i Oslo og Akershus Avd 408 Almelia Barnehage	1	9	16	11	12	6
975014223	Studentsamskipnaden i Oslo og Akershus Avd 409 Frydenhaug Barnehage	0	16	13	14	10	9
975044580	Studentsamskipnaden i Oslo og Akershus Avd 412 Klossen Barnehage	0	5	16	10	13	7
975316629	Tåsen barnehage	0	19	23	24	19	31
973357360	Tåsen Skoles barnehage Sa	0	2	6	7	5	6
973390953	Ullevålsletta barnehage	0	5	4	6	5	7
975314960	Universitetets barnehage	1	14	12	15	8	13
988599174	Veslehaugen Familiebarnehage B. Bjorskau	0	1	2	4	2	1
974591081	Voldsløkka barnehage	1	4	16	10	2	15
913343174	6 Labi AS Avd Jonsokveien	0	5	3	0	0	0
987133686	Alfred Familiebarnehage	0	5	3	0	0	0
988446130	Bakketoppen barnehage	0	9	12	12	12	12
975316033	Bauneveien barnehage	0	11	19	19	23	30
994747428	Bekkelag Familiebarnehage Kaneez Fatima	0	4	0	0	0	0
974796732	Bekkelaget Kirkes barnehage	0	6	8	9	6	8
994233742	Brattvoll Familiebarnehage	0	5	3	0	0	0
888056882	Brumlebassen barnehage AS	1	13	8	7	12	8
973494724	Bråten barnehage Sa	0	6	10	14	16	18
976128710	Christiania Barnehave Nordstrand AS	1	6	7	12	13	15
995861747	De Ni Musene AS Avd Nordstrand	1	6	1	0	0	0
989946056	Den Blå Appelsin Kanvas-Barnehage	0	6	8	13	14	18
994919318	Ekeberg Idrettsbarnehage AS	0	18	18	19	19	19
985165653	Emil Familebarnehage	2	6	0	0	0	0
973342355	Eplekneika barnehage Sa	0	4	5	4	7	7
992661135	Fiskevollen Musikkbarnehage	1	7	3	4	3	5
973512412	Fjordgløtt Familiebarnehage AS	1	5	2	0	0	0
894393122	Frierveien barnehage	0	5	16	12	13	19
996591069	Gullklumpen Familiebarnehage	1	6	1	0	0	0
984170564	Hakkebakkeskogen Familiebarnehage Avd Jotunveien	0	2	2	0	0	0
990656568	Karlsrud Familiebarnehage	1	7	0	0	0	0
975016552	Kastellterrassen Kanvas-Barnehage	0	0	6	8	10	9
975291472	Knausen barnehage	0	10	26	26	29	35
973469517	Kongsveien barnehage AS	0	11	16	25	27	31
975291510	Lille Ekeberg barnehage	0	20	22	26	22	45
991893334	Lille Persille Familiebarnehage AS	0	6	2	0	0	0
998639476	Lille Venn Familiebarnehage	0	6	2	0	0	0
887589712	Lina Familiebarnehage	2	5	1	0	0	0
974703009	Ljan Kirkes barnehage	0	6	3	8	4	6
993951188	Lukas Familiebarnehage	0	3	5	0	0	0
974714728	Malmøya Husmorlag	0	1	4	7	7	5
990160678	Mariannes Hus Familiebarnehage	1	0	3	2	4	0
975291553	Marmorberget barnehage	0	4	6	13	12	17
975291626	Mellombølgen barnehage	0	40	52	45	54	41
988509647	Merkur Familiebarnehage	1	7	0	0	0	0
975291561	Munkelia barnehage	0	3	9	10	8	6
975298051	Munkerudsletta barnehage	0	9	9	15	6	15
975941183	Munkerudtoppen barnehage	0	0	4	5	6	7
975016757	Nedre Bekkelaget barnehage	0	14	11	9	13	12
975316009	Nordseter barnehage	0	7	11	12	15	7
973479881	Nordstrand Kirkes barnehage	0	6	9	7	8	13
975291596	Nylænde barnehage	0	5	13	14	12	10
975316017	Obersten barnehage	0	8	9	17	16	16
880326422	Ole Brumm barnehage AS	0	4	4	0	0	0
888774122	Plutti Plott Familiebarnehage	0	1	7	0	0	0
996741389	Radarveien barnehage	0	13	14	5	22	9
994393103	Radiobølgen barnehage	0	28	30	19	21	24
990102848	Rosenhagen barnehage	0	14	31	24	37	29
975316041	Rygin barnehage	1	10	17	13	19	19
893150412	Saturn Familiebarnehager	0	8	0	0	0	0
913473000	Sjøutsikten Familiebarnehage Hernandez-Lillebekk	0	1	3	0	0	0
973107690	Skovheim barnehage	0	8	9	12	13	10
985219648	Skredder'N barnehage	0	12	12	13	15	14
975016617	Skredderstua barnehage	0	3	6	9	4	5
975016773	Sportsplassen barnehage	0	1	9	5	6	9
992193603	Steinspranget barnehage	0	16	19	19	27	28
989482181	Stiftelsen Ljabru Gård Steinerbarnehage	0	9	9	13	19	17
973487523	Store Ljan barnehage Sa	1	9	12	12	12	12
973076434	Svartdalsparken Kanvas-Barnehage	0	14	14	14	12	13
976736982	Symrahagen Familiebarnehage	0	2	2	2	1	3
992284641	Tigergutt Familiebarnehage	0	3	5	0	0	0
998730856	Toppen Familiebarnehage Cb AS	0	5	3	0	0	0
996470652	Treklossen Familiebarnehage	0	4	4	0	0	0
985075700	Trollstua barnehage	0	5	4	7	4	6
975016811	Tyrihans barnehage	0	10	10	16	17	11
873280492	Ulvøya barnehage AS	0	3	9	8	6	7
988303232	Vårveien barnehage	0	8	20	23	18	21
975316025	Åssida barnehage	0	4	5	11	22	21
975016528	Askeladden barnehage	0	0	9	11	10	15
975291294	Bjølsen barnehage	0	5	10	12	6	12
979588380	Bjølsendumpa barnehage	0	21	15	0	0	0
975315894	Bjølsenhellinga barnehage	0	8	10	4	12	2
995364549	Bjølsenparken barnehage	0	11	10	10	5	9
975291340	Dronning Louises barnehage	0	3	9	6	4	8
915639607	Espira Grefsen Stasjon barnehage	0	30	66	21	11	7
912076865	Espira Torshovdalen barnehage	0	17	13	12	20	16
916973764	Fernanda Fus barnehage AS	5	40	3	0	0	0
993372994	Kongsberggata barnehage	0	13	6	12	10	10
975315878	Lilleborg barnehage	0	20	11	15	8	11
893248412	Lillohagen Fus barnehage AS	0	13	15	14	15	13
995293404	Lillohøyden Fus barnehage AS	0	11	19	16	13	9
994593110	Lykketrollet Familiebarnehage Avd Bentsegata	0	3	1	0	0	0
995435748	Lykketrollet Familiebarnehage Avd Vogtsgate 32a	1	3	0	0	0	0
996173860	Lykketrollet Familiebarnehage Avd Vogtsgate 32b	0	3	1	0	0	0
992368292	Lykketrollet Familiebarnehage Avd Vogtsgate 32c	0	1	3	0	0	0
995093073	Margarinfabrikken barnehage Gamlebygget - Stavangergata 42	5	57	44	29	32	15
995093049	Margarinfabrikken barnehage Nybygget - Stavangergata 40	8	68	75	54	39	37
975298027	Maridalsveien barnehage	0	19	9	15	11	8
989288741	Marihøna Familiebarnehage	2	4	2	0	0	0
975315886	Mor Gohjertas barnehage	1	23	21	35	21	28
996236498	Nordpolen Fus barnehage AS Avd Idun	1	16	11	14	12	20
891337302	Nordpolen Fus barnehage AS Avd Sandakerveien	0	17	19	13	13	10
979588534	Oskar Braaten barnehage	0	4	10	6	10	10
988378518	Pontoppidans barnehage	0	4	11	7	12	5
890825842	Ragnas Hage	0	19	24	24	26	22
980209873	Riflegata barnehage	0	12	7	12	3	1
